        0.0000  -1.492383   0.292442  -1.199941 
       50.0000  -1.497676   0.295963  -1.201713 
      100.0000  -1.492896   0.293384  -1.199513 
      150.0000  -1.493694   0.294795  -1.198898 
      200.0000  -1.490998   0.294951  -1.196048 
      250.0000  -1.491535   0.293953  -1.197582 
      300.0000  -1.493829   0.295364  -1.198465 
      350.0000  -1.490590   0.297103  -1.193486 
      400.0000  -1.490547   0.298052  -1.192496 
      450.0000  -1.489303   0.296697  -1.192606 
      500.0000  -1.491144   0.295618  -1.195526 
      550.0000  -1.494832   0.296537  -1.198295 
      600.0000  -1.492958   0.296309  -1.196649 
      650.0000  -1.491008   0.295919  -1.195089 
      700.0000  -1.493613   0.295420  -1.198192 
      750.0000  -1.494844   0.294255  -1.200589 
      800.0000  -1.495515   0.295813  -1.199702 
      850.0000  -1.495089   0.295157  -1.199931 
      900.0000  -1.494099   0.295006  -1.199092 
      950.0000  -1.496395   0.292935  -1.203460 
     1000.0000  -1.494024   0.292874  -1.201150 
     1050.0000  -1.492968   0.295955  -1.197013 
     1100.0000  -1.494272   0.294379  -1.199893 
     1150.0000  -1.493469   0.293679  -1.199790 
     1200.0000  -1.492431   0.295974  -1.196457 
     1250.0000  -1.489798   0.296239  -1.193560 
     1300.0000  -1.489287   0.295147  -1.194140 
     1350.0000  -1.491154   0.296085  -1.195069 
     1400.0000  -1.490618   0.295661  -1.194957 
     1450.0000  -1.490822   0.297889  -1.192933 
     1500.0000  -1.490599   0.297123  -1.193476 
     1550.0000  -1.496215   0.296306  -1.199908 
     1600.0000  -1.494819   0.295787  -1.199032 
     1650.0000  -1.491529   0.293579  -1.197949 
     1700.0000  -1.494162   0.294865  -1.199297 
     1750.0000  -1.495940   0.295898  -1.200042 
     1800.0000  -1.492085   0.295568  -1.196517 
     1850.0000  -1.492874   0.298173  -1.194701 
     1900.0000  -1.490136   0.295900  -1.194236 
     1950.0000  -1.491994   0.295971  -1.196023 
     2000.0000  -1.495078   0.296860  -1.198218 
     2050.0000  -1.493928   0.294174  -1.199754 
     2100.0000  -1.490171   0.296425  -1.193747 
     2150.0000  -1.491489   0.295091  -1.196397 
     2200.0000  -1.491925   0.295665  -1.196260 
     2250.0000  -1.494095   0.294871  -1.199223 
     2300.0000  -1.494660   0.291993  -1.202667 
     2350.0000  -1.493357   0.293003  -1.200354 
     2400.0000  -1.493878   0.296652  -1.197226 
     2450.0000  -1.492533   0.294141  -1.198393 
     2500.0000  -1.492198   0.294523  -1.197674 
     2550.0000  -1.494846   0.296014  -1.198832 
     2600.0000  -1.490617   0.293944  -1.196673 
     2650.0000  -1.495292   0.294308  -1.200984 
     2700.0000  -1.494870   0.292523  -1.202346 
     2750.0000  -1.492507   0.292326  -1.200181 
     2800.0000  -1.490918   0.295599  -1.195319 
     2850.0000  -1.494532   0.294025  -1.200507 
     2900.0000  -1.495738   0.296404  -1.199334 
     2950.0000  -1.493771   0.294330  -1.199441 
     3000.0000  -1.493645   0.293536  -1.200108 
     3050.0000  -1.495969   0.295988  -1.199981 
     3100.0000  -1.496259   0.294344  -1.201916 
     3150.0000  -1.494161   0.293800  -1.200361 
     3200.0000  -1.492453   0.291915  -1.200538 
     3250.0000  -1.495030   0.295410  -1.199620 
     3300.0000  -1.494653   0.295004  -1.199648 
     3350.0000  -1.490167   0.296183  -1.193984 
     3400.0000  -1.494262   0.296040  -1.198221 
     3450.0000  -1.495368   0.293940  -1.201428 
     3500.0000  -1.492211   0.293909  -1.198302 
     3550.0000  -1.493901   0.293665  -1.200235 
     3600.0000  -1.493340   0.293840  -1.199500 
     3650.0000  -1.494818   0.294728  -1.200090 
     3700.0000  -1.496244   0.292998  -1.203246 
     3750.0000  -1.492298   0.293401  -1.198897 
     3800.0000  -1.494707   0.294382  -1.200325 
     3850.0000  -1.494943   0.294072  -1.200871 
     3900.0000  -1.496728   0.293859  -1.202869 
     3950.0000  -1.497406   0.295280  -1.202126 
     4000.0000  -1.497434   0.295564  -1.201870 
     4050.0000  -1.498346   0.295102  -1.203244 
     4100.0000  -1.493999   0.292000  -1.201999 
     4150.0000  -1.496464   0.293856  -1.202608 
     4200.0000  -1.496863   0.294089  -1.202774 
     4250.0000  -1.494024   0.292878  -1.201146 
     4300.0000  -1.494688   0.293165  -1.201524 
     4350.0000  -1.492755   0.295653  -1.197101 
     4400.0000  -1.491222   0.296308  -1.194914 
     4450.0000  -1.493498   0.297352  -1.196146 
     4500.0000  -1.489251   0.293894  -1.195357 
     4550.0000  -1.492852   0.299361  -1.193491 
     4600.0000  -1.490407   0.295260  -1.195147 
     4650.0000  -1.494855   0.295788  -1.199066 
